Unnamed: 0,volatile acidity,citric acid,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
778,0.43,0.3,3.4,0.079,34.0,0.99788,3.36,0.61,10.5,0
779,0.52,0.03,2.6,0.076,92.0,0.99745,3.5,0.6,9.8,0
780,0.57,0.0,2.0,0.19,45.0,0.99676,3.31,0.6,9.4,1
781,0.46,0.14,2.4,0.114,37.0,0.99732,3.66,0.65,9.8,0
782,0.82,0.05,2.4,0.081,96.0,0.99814,3.36,0.53,10.0,0
784,0.59,0.01,2.5,0.077,85.0,0.99746,3.55,0.59,9.8,0
785,0.35,0.41,2.3,0.083,61.0,0.9982,3.21,0.5,9.5,0
787,0.56,0.24,2.2,0.079,58.0,0.9991,3.18,0.56,10.1,1
789,0.63,0.17,2.9,0.099,119.0,0.998,3.09,0.52,9.3,0
790,0.37,0.43,2.6,0.0819999999999999,82.0,0.99708,3.33,0.68,9.7,1
791,0.64,0.17,2.9,0.084,130.0,0.99818,3.23,0.54,9.6,0
792,0.61,0.02,2.5,0.081,87.0,0.99745,3.48,0.6,9.7,1
793,0.6,0.0,2.6,0.055,13.0,0.99639,3.38,0.56,10.8,0
794,0.27,0.54,2.3,0.065,26.0,0.99531,3.17,0.53,12.5,1
795,0.89,0.3,2.6,0.132,60.0,0.99786,2.99,1.18,10.2,0
796,0.46,0.31,2.5,0.126,64.0,0.99746,3.1,0.74,9.6,0
797,0.37,0.44,1.6,0.038,42.0,0.99526,3.24,0.81,10.8,1
798,0.5,0.34,3.6,0.0819999999999999,14.0,0.9987,3.29,0.52,10.7,1
800,0.61,0.08,4.0,0.0819999999999999,108.0,0.99641,3.25,0.51,9.4,0
801,0.55,0.09,3.3,0.068,17.0,0.99735,3.23,0.44,10.0,0
802,0.585,0.0,1.7,0.044,86.0,0.99264,3.56,0.94,12.9,1
803,0.56,0.08,2.5,0.114,46.0,0.9971,3.24,0.66,9.6,1
804,0.52,0.22,2.7,0.084,18.0,0.99682,3.26,0.57,9.9,1
805,0.28,0.4,2.4,0.052,10.0,0.99356,3.33,0.7,12.8,1
806,0.25,0.39,2.0,0.0409999999999999,10.0,0.99386,3.27,0.71,12.5,1
808,0.53,0.12,1.9,0.165,12.0,0.99702,3.26,0.86,9.2,0
809,0.48,0.31,2.8,0.07,15.0,0.99693,3.22,0.55,10.3,1
810,0.49,0.1,2.6,0.068,14.0,0.99562,3.3,0.47,10.5,0
811,0.5,0.55,2.8,0.072,24.0,1.00012,3.09,0.68,10.9,1
812,0.45,0.33,2.5,0.099,38.0,0.99818,3.24,0.71,10.8,0
813,0.39,0.24,2.1,0.102,7.0,0.99462,3.44,0.58,11.4,0
814,0.41,0.54,2.8,0.103,41.0,0.99939,3.21,0.76,11.3,1
816,0.51,0.19,3.2,0.081,30.0,0.9984,3.23,0.58,10.5,1
817,0.29,0.42,1.6,0.084,27.0,0.99545,3.28,0.73,11.9,1
818,0.715,0.0,2.35,0.071,47.0,0.99632,3.29,0.45,9.4,0
819,0.66,0.15,3.2,0.0969999999999999,59.0,0.99976,3.28,0.54,9.6,0
820,0.685,0.0,1.9,0.099,22.0,0.99606,3.34,0.6,9.7,0
821,0.42,0.0,2.1,0.048,42.0,0.99154,3.71,0.74,14.0,1
822,0.54,0.13,2.0,0.076,36.0,0.9973,3.61,0.64,9.8,0
824,0.48,0.28,2.8,0.068,16.0,0.99682,3.24,0.53,10.3,0
825,0.46,0.14,2.8,0.076,37.0,0.99624,3.36,0.49,10.7,0
826,0.27,0.34,2.3,0.05,8.0,0.9951,3.4,0.64,11.0,1
828,0.57,0.09,2.3,0.065,45.0,0.99417,3.46,0.74,12.7,1
829,0.61,0.08,2.1,0.071,24.0,0.99376,3.56,0.77,11.1,1
830,0.685,0.07,2.5,0.0579999999999999,9.0,0.99632,3.38,0.55,10.9,0
832,0.44,0.42,1.5,0.145,48.0,0.99832,3.38,0.86,9.9,0
833,0.47,0.44,1.6,0.147,51.0,0.99836,3.38,0.86,9.9,0
834,0.685,0.26,1.6,0.088,23.0,0.99694,3.32,0.47,9.4,0
835,0.665,0.1,1.5,0.066,55.0,0.99655,3.39,0.51,9.3,0
836,0.28,0.28,2.4,0.012,100.0,0.99064,3.26,0.39,11.7,1
838,0.31,0.35,1.6,0.075,28.0,0.99672,3.24,0.83,11.2,1
839,0.5,0.04,2.2,0.092,26.0,0.99647,3.46,0.47,10.0,0
840,0.42,0.47,2.65,0.085,34.0,0.99736,3.24,0.77,12.1,1
841,0.66,0.0,3.0,0.115,31.0,0.99629,3.45,0.63,10.3,0
842,0.5,0.45,2.6,0.119,68.0,0.99708,3.23,0.72,10.9,1
843,0.685,0.35,2.0,0.088,92.0,0.9963,3.28,0.62,9.4,0
844,0.25,0.46,1.7,0.062,42.0,0.9959,3.18,0.83,10.6,1
845,0.64,0.21,1.8,0.081,31.0,0.99689,3.59,0.66,9.8,0
847,0.68,0.16,1.8,0.078,39.0,0.9977,3.5,0.7,9.9,1
849,0.63,0.21,1.6,0.08,32.0,0.99689,3.58,0.66,9.8,0
850,0.43,0.44,1.9,0.085,22.0,0.99708,3.28,0.55,9.5,0
852,0.42,0.32,2.5,0.08,122.0,0.99801,3.22,1.07,9.7,0
853,0.36,0.39,1.5,0.08,55.0,0.99652,3.47,0.73,10.9,1
855,0.735,0.02,2.5,0.071,14.0,0.99538,3.51,0.71,11.7,1
857,0.26,0.34,2.5,0.073,47.0,0.99594,3.4,0.78,11.3,1
858,0.28,0.47,1.7,0.054,32.0,0.99686,3.15,0.67,10.6,1
859,0.56,0.22,1.8,0.074,24.0,0.99438,3.4,0.82,11.2,1
860,0.62,0.06,2.7,0.077,85.0,0.99746,3.51,0.54,9.5,0
861,1.01,0.66,2.0,0.039,88.0,0.99357,3.66,0.6,11.5,1
862,0.42,0.32,2.7,0.067,25.0,0.99628,3.24,0.44,10.4,0
863,0.62,0.06,2.5,0.078,84.0,0.99746,3.51,0.53,9.7,0
865,0.635,0.07,2.6,0.077,86.0,0.99748,3.51,0.54,9.7,0
866,0.49,0.22,2.3,0.071,24.0,0.99438,3.41,0.83,11.3,1
867,0.51,0.23,2.0,0.072,22.0,0.99438,3.4,0.84,11.2,1
869,0.63,0.03,2.0,0.08,43.0,0.99578,3.44,0.64,10.9,1
870,0.715,0.01,2.1,0.064,43.0,0.99371,3.41,0.57,11.8,1
871,0.56,0.03,1.5,0.086,46.0,0.99522,3.53,0.57,10.6,0
872,0.35,0.24,2.0,0.067,48.0,0.99576,3.43,0.54,10.0,0
873,0.21,0.37,1.6,0.067,10.0,0.99552,3.23,0.58,11.1,1
874,0.38,0.46,2.1,0.104,10.0,0.99664,3.12,0.65,11.8,1
875,0.31,0.4,2.8,0.109,16.0,0.99614,3.31,0.79,11.8,1
876,0.47,0.0,2.2,0.067,14.0,0.99517,3.4,0.58,10.9,0
878,0.61,0.19,4.0,0.094,69.0,0.99787,3.22,0.5,10.0,1
879,0.6,0.04,2.5,0.076,88.0,0.99745,3.53,0.55,9.5,0
880,0.56,0.18,1.6,0.078,21.0,0.99576,3.15,0.49,9.9,0
881,0.715,0.0,2.1,0.068,35.0,0.99533,3.48,0.65,11.4,1
882,0.31,0.29,3.1,0.1939999999999999,26.0,0.99536,3.22,0.78,12.0,1
885,0.75,0.14,2.5,0.086,30.0,0.99824,3.34,0.64,10.5,0
886,0.8,0.12,2.4,0.083,28.0,0.99836,3.33,0.65,10.4,1
887,0.52,0.38,2.6,0.066,56.0,0.99577,3.15,0.79,12.1,1
888,0.57,0.0,2.5,0.072,64.0,0.99491,3.43,0.56,11.2,1
889,0.9,0.34,6.6,0.1119999999999999,99.0,1.00289,3.22,0.68,9.3,0
890,0.34,0.24,2.0,0.071,52.0,0.99576,3.44,0.58,10.1,0
891,0.66,0.03,2.3,0.078,86.0,0.99743,3.53,0.57,9.7,0
892,0.45,0.23,1.9,0.0819999999999999,18.0,0.99774,3.22,0.65,9.3,1
894,0.63,0.03,2.2,0.08,88.0,0.99745,3.53,0.58,9.8,1
895,0.59,0.01,2.3,0.08,43.0,0.9955,3.42,0.58,10.7,1
896,0.31,0.39,2.4,0.078,43.0,0.99444,3.31,0.77,12.5,1
899,1.02,0.02,3.4,0.084,11.0,0.99892,3.48,0.49,11.0,0
900,0.31,0.36,2.6,0.0559999999999999,39.0,0.99562,3.4,0.69,11.8,0
901,0.635,0.1,2.4,0.08,33.0,0.99736,3.58,0.69,10.8,1
903,0.59,0.06,6.0,0.06,18.0,0.9962,3.41,0.59,10.8,1
905,0.58,0.2,3.0,0.081,115.0,0.998,3.23,0.59,9.5,0
906,0.54,0.27,2.6,0.084,78.0,0.9964,3.39,0.71,11.0,0
907,0.56,0.0,2.2,0.079,9.0,0.9948,3.59,0.54,11.5,1
908,0.52,0.13,2.4,0.078,61.0,0.99528,3.43,0.59,10.8,1
909,0.305,0.39,1.2,0.059,11.0,0.99331,3.29,0.52,11.5,1
910,0.38,0.48,3.8,0.132,11.0,0.99577,3.23,0.57,13.2,1
911,0.28,0.46,9.0,0.114,9.0,0.99901,3.18,0.6,10.9,1
912,0.46,0.44,2.9,0.065,8.0,0.99674,3.33,0.62,12.2,1
913,0.395,0.46,4.6,0.094,10.0,0.99639,3.27,0.64,12.2,1
915,0.315,0.4,2.2,0.079,6.0,0.99512,3.27,0.67,11.9,1
916,0.715,0.19,1.5,0.161,62.0,0.99395,3.62,0.61,11.0,0
917,0.41,0.31,8.8,0.084,45.0,0.99824,3.38,0.64,10.1,1
918,0.36,0.32,2.2,0.081,79.0,0.9964,3.3,0.72,11.0,1
919,0.62,0.12,1.8,0.072,46.0,0.99504,3.38,0.89,11.8,1
920,0.41,0.37,2.3,0.091,23.0,0.99786,3.24,0.56,10.5,0
924,0.47,0.27,2.3,0.055,28.0,0.99516,3.18,0.8,11.2,0
925,0.22,0.36,1.9,0.064,77.0,0.99604,3.47,0.87,11.0,1
926,0.24,0.33,2.3,0.061,73.0,0.99786,3.47,0.9,10.2,1
927,0.67,0.19,2.2,0.093,75.0,0.99736,3.2,0.59,9.2,0
929,0.33,0.38,3.3,0.063,19.0,0.99468,3.3,0.73,12.0,1
930,0.61,0.01,1.9,0.08,25.0,0.99746,3.69,0.73,10.5,0
931,0.61,0.01,2.0,0.074,38.0,0.99748,3.48,0.65,9.8,0
932,0.4,0.29,1.9,0.078,66.0,0.9971,3.45,0.59,9.5,1
935,0.3,0.38,2.3,0.06,72.0,0.99543,3.39,0.72,11.8,1
937,0.63,0.5,1.4,0.071,26.0,0.99791,3.07,0.6,10.4,0
938,0.38,0.38,2.8,0.068,42.0,0.99356,3.34,0.72,12.9,1
939,0.46,0.17,1.6,0.073,11.0,0.99425,3.61,0.54,11.4,0
940,0.33,0.52,2.2,0.074,25.0,0.99509,3.36,0.76,12.4,1
941,0.27,0.49,5.0,0.0819999999999999,17.0,0.99484,3.19,0.52,12.5,1
942,0.43,0.4,2.6,0.092,52.0,0.99834,3.22,0.64,10.0,1
943,0.5,0.34,2.3,0.094,45.0,0.99864,3.24,0.6,9.7,1
944,0.3,0.49,3.8,0.09,24.0,0.99498,3.27,0.64,12.1,1
945,0.44,0.42,2.0,0.071,20.0,0.99566,3.14,0.79,11.1,1
946,0.44,0.58,4.1,0.092,24.0,0.99745,3.29,0.99,12.0,1
947,0.28,0.48,2.1,0.093,12.0,0.99408,3.26,0.62,12.4,1
948,0.12,0.45,1.8,0.075,21.0,0.99552,3.41,0.76,11.9,1
952,0.31,0.4,2.2,0.0579999999999999,10.0,0.99536,3.31,0.68,11.2,1
953,0.34,0.48,2.1,0.052,9.0,0.99458,3.2,0.69,12.1,1
954,0.43,0.4,2.7,0.0819999999999999,11.0,0.99538,3.44,0.54,12.2,1
955,0.21,0.52,1.9,0.09,23.0,0.99648,3.36,0.67,10.4,0
956,0.36,0.52,2.1,0.111,10.0,0.99568,3.31,0.62,11.3,1
957,0.37,0.52,2.0,0.088,51.0,0.99613,3.29,0.58,11.1,1
958,0.57,0.12,2.3,0.12,36.0,0.99519,3.47,0.71,11.3,1
959,0.59,0.05,2.0,0.089,32.0,0.99735,3.36,0.61,10.0,0
960,0.47,0.27,1.9,0.0579999999999999,38.0,0.99518,3.16,0.85,11.1,1
961,0.56,0.14,1.6,0.078,18.0,0.99592,3.27,0.62,9.3,0
962,0.57,0.02,2.1,0.115,16.0,0.99654,3.38,0.69,9.5,0
963,0.27,0.39,2.0,0.1,27.0,0.99546,3.15,0.69,11.2,1
965,0.34,0.4,2.4,0.065,48.0,0.99554,3.34,0.86,11.0,1
966,0.38,0.41,2.4,0.103,10.0,0.99604,3.13,0.58,11.9,1
967,0.66,0.2,2.1,0.0969999999999999,113.0,0.99733,3.13,0.48,9.2,0
968,0.4,0.43,2.4,0.068,46.0,0.9943,3.2,0.6,12.2,1
969,0.56,0.09,2.9,0.079,22.0,0.99669,3.46,0.61,10.2,0
970,0.26,0.48,1.9,0.066,10.0,0.99724,3.33,0.87,10.9,1
972,0.38,0.5,2.4,0.104,13.0,0.99643,3.22,0.65,11.6,1
973,0.34,0.44,1.7,0.079,12.0,0.99605,3.52,0.63,10.7,0
974,0.33,0.41,5.9,0.073,13.0,0.99658,3.3,0.62,12.1,1
975,0.41,0.3,2.1,0.083,72.0,0.997,3.44,0.52,9.4,0
977,0.59,0.29,2.6,0.109,119.0,0.99801,3.15,0.5,9.1,0
978,0.4,0.32,3.6,0.061,29.0,0.99416,3.28,0.49,11.3,1
979,0.45,0.49,1.4,0.075,6.0,0.9969,3.13,0.63,10.4,0
980,0.5,0.3,1.9,0.065,17.0,0.99774,3.32,0.71,10.5,1
981,0.86,0.26,1.9,0.079,28.0,0.99712,3.25,0.62,10.0,0
982,0.52,0.32,2.1,0.07,70.0,0.99418,3.34,0.82,12.9,1
985,0.58,0.0,2.0,0.064,11.0,0.99562,3.45,0.58,11.3,1
986,0.34,0.39,1.4,0.066,7.0,0.9947,3.19,0.55,11.4,1
987,0.36,0.3,1.6,0.08,70.0,0.99693,3.44,0.5,9.4,0
988,0.39,0.12,1.7,0.0969999999999999,27.0,0.99596,3.16,0.49,9.4,0
989,0.295,0.4,1.5,0.073,21.0,0.99556,3.14,0.51,10.9,1
991,0.34,0.28,2.0,0.0819999999999999,68.0,0.99694,3.45,0.48,9.4,0
992,0.4,0.1,2.0,0.076,47.0,0.99554,3.36,0.48,9.4,1
994,0.35,0.45,2.5,0.092,88.0,0.99918,3.15,0.43,9.4,0
995,0.6,0.06,2.0,0.079,41.0,0.99697,3.39,0.62,10.1,1
996,0.66,0.0,2.2,0.087,11.0,0.99378,3.71,0.63,12.8,1
998,0.84,0.34,1.4,0.05,10.0,0.99554,3.12,0.48,9.1,1
999,0.69,0.0,1.65,0.055,12.0,0.99162,3.47,0.53,12.9,1
1000,0.43,0.3,2.2,0.062,12.0,0.99495,3.44,0.72,11.5,1
1001,0.35,0.38,1.5,0.0579999999999999,47.0,0.99676,3.26,0.82,10.6,1
1002,0.29,0.33,2.05,0.063,27.0,0.99516,3.26,0.84,11.7,1
1003,0.36,0.32,1.8,0.067,8.0,0.9928,3.36,0.55,12.8,1
1004,0.43,0.29,1.6,0.081,45.0,0.99603,3.25,0.54,10.3,0
1007,0.3,0.34,2.0,0.064,25.0,0.99516,3.26,0.84,11.7,1
1008,0.35,0.4,3.6,0.11,24.0,0.99549,3.23,0.7,12.0,1
1009,0.5,0.36,2.8,0.1159999999999999,55.0,0.99722,3.18,0.68,10.9,0
1010,0.28,0.45,1.7,0.067,12.0,0.99354,3.25,0.55,12.3,1
1011,0.32,0.31,2.0,0.088,19.0,0.9957,3.17,0.55,10.4,1
1012,1.005,0.15,2.1,0.102,32.0,0.99604,3.23,0.48,10.0,0
1013,0.71,0.0,1.6,0.092,31.0,0.99635,3.38,0.58,10.0,1
1014,0.58,0.16,2.0,0.12,7.0,0.99454,3.22,0.58,11.2,1
1015,0.39,0.46,2.2,0.075,27.0,0.99598,3.06,0.84,11.4,1
1016,0.38,0.4,2.2,0.068,28.0,0.99486,3.27,0.75,12.6,1
1017,0.18,0.37,0.9,0.049,109.0,0.99007,2.89,0.44,12.7,1
1019,0.5,0.14,1.8,0.078,23.0,0.99636,3.53,0.61,10.4,0
1020,0.36,0.66,2.4,0.123,8.0,0.99642,3.2,0.53,11.9,1
1022,0.51,0.09,2.1,0.062,9.0,0.99584,3.35,0.54,10.5,0
1023,0.32,0.42,2.3,0.098,9.0,0.99506,3.27,0.55,12.3,1
1024,0.58,0.01,1.8,0.088,18.0,0.99568,3.32,0.56,10.5,1
1025,0.83,0.0,2.8,0.095,43.0,0.99822,3.33,0.6,10.4,1
1026,0.31,0.32,1.9,0.066,36.0,0.99364,3.41,0.56,12.6,1
1027,0.795,0.0,2.2,0.065,52.0,0.99378,3.49,0.52,11.6,0
1028,0.34,0.21,2.5,0.075,68.0,0.99586,3.37,0.54,10.1,1
1030,0.59,0.0,2.1,0.091,14.0,0.99488,3.42,0.55,11.5,1
1031,0.55,0.01,1.8,0.093,15.0,0.99514,3.35,0.58,11.0,1
1032,0.82,0.0,4.1,0.095,14.0,0.99854,3.36,0.53,9.6,0
1033,0.57,0.08,2.6,0.089,27.0,0.99592,3.3,0.59,10.4,1
1034,0.745,0.18,2.5,0.077,48.0,0.99739,3.2,0.47,9.7,1
1035,0.37,0.34,2.4,0.085,17.0,0.99683,3.17,0.65,10.6,1
1036,0.31,0.34,2.5,0.0819999999999999,35.0,0.99356,3.22,0.59,12.5,1
1037,0.91,0.1,1.8,0.074,56.0,0.99672,3.35,0.56,9.2,0
1038,0.41,0.41,6.2,0.078,42.0,0.9953,3.24,0.77,12.6,1
1039,0.5,0.21,2.2,0.088,39.0,0.99692,3.33,0.83,11.1,1
1040,0.965,0.0,2.2,0.088,32.0,0.99756,3.58,0.67,10.2,0
1041,0.49,0.19,1.7,0.079,26.0,0.99547,3.38,0.64,9.8,1
1043,0.39,0.41,8.9,0.069,39.0,0.99859,3.29,0.81,10.9,1
1044,0.39,0.33,3.3,0.046,53.0,0.99294,3.36,0.62,12.2,1
1045,0.44,0.0,1.4,0.07,38.0,0.99438,3.32,0.58,11.4,1
1046,0.78,0.0,1.7,0.076,45.0,0.99612,3.31,0.62,10.7,1
1047,0.43,0.17,1.8,0.0819999999999999,51.0,0.99634,3.49,0.64,10.4,0
1048,0.49,0.36,1.7,0.081,14.0,0.99702,3.27,0.78,10.9,1
1049,0.5,0.36,1.8,0.084,17.0,0.99704,3.27,0.77,10.8,1
1051,0.46,0.59,1.4,0.414,45.0,0.99702,3.03,1.34,9.2,0
1052,0.605,0.05,2.4,0.073,25.0,0.99258,3.56,0.55,12.9,0
1053,0.33,0.42,2.3,0.07,20.0,0.99426,3.38,0.77,12.7,1
1054,0.64,0.27,2.0,0.095,77.0,0.99747,3.13,0.62,9.1,1
1056,0.48,0.53,4.0,0.1009999999999999,10.0,0.99586,3.21,0.59,12.1,1
1057,0.42,0.25,3.9,0.104,90.0,0.99784,3.15,0.57,9.1,0
1058,0.53,0.57,2.4,0.093,52.0,0.9971,3.19,0.76,11.6,1
1060,0.23,0.57,1.8,0.074,8.0,0.9981,3.14,0.7,9.9,1
1061,0.4,0.5,1.8,0.071,16.0,0.99462,3.21,0.69,12.5,1
1062,0.38,0.44,1.9,0.098,15.0,0.9956,3.3,0.64,11.4,1
1063,0.29,0.65,2.4,0.075,17.0,0.99565,3.22,0.63,11.8,1
1064,0.74,0.09,2.0,0.067,10.0,0.99418,3.28,0.57,11.8,1
1065,0.61,0.18,2.4,0.083,20.0,0.9963,3.29,0.6,10.2,1
1066,0.52,0.08,2.4,0.07,26.0,0.99358,3.4,0.72,12.5,1
1067,0.31,0.53,2.2,0.06,10.0,0.99572,3.02,0.83,10.9,1
1069,0.62,0.35,2.8,0.086,52.0,0.997,3.31,0.62,10.8,0
1070,0.33,0.45,1.5,0.057,37.0,0.99498,3.18,0.89,11.1,1
1071,0.77,0.2,8.1,0.098,92.0,0.99892,3.2,0.58,9.2,0
1072,0.35,0.26,1.8,0.083,75.0,0.9968,3.4,0.58,9.5,1
1073,0.62,0.33,2.7,0.088,37.0,0.9972,3.31,0.58,10.7,1
1075,0.25,0.34,2.0,0.071,67.0,0.99769,3.44,0.86,10.2,1
1076,0.32,0.56,2.0,0.073,8.0,0.99534,3.15,0.73,11.4,1
1077,0.37,0.65,6.4,0.08,8.0,0.99817,3.27,0.58,11.0,0
1079,0.3,0.68,8.3,0.05,278.0,0.99316,3.01,0.51,12.3,1
1080,0.27,0.56,1.4,0.047,8.0,0.99471,3.16,0.51,11.8,1
1081,0.3,0.68,8.3,0.05,289.0,0.99316,3.01,0.51,12.3,1
1082,0.38,0.3,1.8,0.073,70.0,0.99685,3.42,0.59,9.5,1
1083,0.42,0.45,2.4,0.072,59.0,0.99617,3.33,0.77,12.0,1
1085,0.48,0.08,1.8,0.074,64.0,0.99529,3.12,0.49,9.6,0
1086,0.34,0.4,4.7,0.055,9.0,0.99738,3.38,0.66,11.6,1
1087,0.19,0.42,1.6,0.057,30.0,0.994,3.29,0.69,11.2,1
1088,0.41,0.54,1.5,0.095,41.0,0.99735,3.02,0.76,9.9,1
1090,0.26,0.54,1.9,0.083,74.0,0.99451,2.98,0.63,11.8,1
1091,0.34,0.42,2.0,0.086,19.0,0.99546,3.35,0.6,11.4,1
1092,0.54,0.09,2.0,0.081,16.0,0.99479,3.43,0.59,11.5,1
1093,0.31,0.36,2.2,0.079,31.0,0.99615,3.33,0.86,12.0,1
1094,0.725,0.09,5.5,0.1169999999999999,17.0,0.99655,3.35,0.49,10.8,1
1095,0.4,0.47,2.5,0.087,20.0,0.99772,3.15,0.5,10.5,0
1097,0.52,0.38,1.5,0.096,18.0,0.99666,3.2,0.52,9.4,0
1098,0.31,0.45,2.1,0.216,16.0,0.99358,3.15,0.81,12.5,1
1100,0.34,0.42,2.1,0.072,36.0,0.99392,3.11,0.78,12.4,1
1101,0.49,0.27,2.1,0.071,25.0,0.99388,3.35,0.63,12.0,1
1102,0.48,0.09,1.7,0.078,30.0,0.99402,3.45,0.54,11.2,1
1104,0.48,0.34,2.2,0.073,25.0,0.9936,3.28,0.66,12.4,1
1105,0.57,0.28,2.1,0.048,49.0,0.99374,3.41,0.6,12.8,0
1106,0.23,0.42,1.9,0.069,17.0,0.99376,3.21,0.54,12.3,1
1107,0.3,0.41,2.0,0.068,24.0,0.99523,3.27,0.85,11.7,1
1108,0.78,0.1,3.3,0.09,13.0,0.99855,3.36,0.49,9.5,0
1109,0.47,0.43,2.1,0.171,66.0,0.9982,3.17,0.76,10.8,1
1110,0.53,0.0,1.4,0.07,14.0,0.99593,3.25,0.64,10.0,1
1111,0.42,0.27,2.0,0.092,55.0,0.99471,3.78,0.64,12.3,1
1112,0.33,0.41,1.5,0.0559999999999999,35.0,0.99396,3.29,0.71,11.0,1
1113,0.24,0.39,1.6,0.074,10.0,0.99698,3.12,0.59,9.5,1
1114,0.4,0.5,4.3,0.046,80.0,0.9902,3.49,0.66,13.6,1
1115,0.69,0.07,2.5,0.091,21.0,0.99572,3.38,0.6,11.3,1
1118,0.39,0.12,2.1,0.065,24.0,0.99252,3.3,0.53,13.3,1
1119,0.66,0.0,2.5,0.066,15.0,0.99256,3.52,0.58,12.9,0
1120,0.54,0.34,2.5,0.076,17.0,0.99235,3.2,0.72,13.1,1
1121,0.5,0.0,1.8,0.062,28.0,0.99352,3.44,0.55,12.3,1
1122,0.47,0.0,1.4,0.055,33.0,0.9922,3.45,0.48,12.3,1
1123,0.4,0.37,1.9,0.081,29.0,0.99674,3.12,0.65,11.2,1
1124,0.58,0.0,2.2,0.096,13.0,0.99557,3.62,0.62,11.5,0
1125,0.24,0.35,1.7,0.055,27.0,0.99394,3.14,0.59,11.3,1
1126,0.29,0.26,1.7,0.063,11.0,0.9915,3.39,0.54,13.5,1
1127,0.76,0.0,2.9,0.072,52.0,0.99379,3.51,0.6,11.5,1
1128,0.43,0.33,2.7,0.095,89.0,0.9984,3.22,0.68,10.0,0
1129,0.43,0.35,3.3,0.092,70.0,0.99798,3.21,0.69,10.5,1
1130,0.6,0.0,1.9,0.0579999999999999,10.0,0.9977,3.18,0.63,10.4,1
1131,0.19,0.21,1.7,0.045,135.0,0.99341,3.32,0.44,9.5,0
1132,0.36,0.34,1.8,0.075,38.0,0.9933,3.38,0.88,13.6,1
1133,0.48,0.07,5.5,0.089,18.0,0.99684,3.37,0.68,11.2,1
1134,0.28,0.35,1.7,0.061,15.0,0.99524,3.3,0.74,11.8,1
1135,0.25,0.43,1.7,0.067,50.0,0.9946,3.38,0.6,11.9,1
1136,0.52,0.45,2.0,0.08,13.0,0.99774,3.22,0.76,11.4,1
1138,0.41,0.15,3.7,0.104,94.0,0.99786,3.14,0.58,9.1,0
1139,0.51,0.24,2.0,0.079,86.0,0.99764,3.34,0.64,9.5,1
1140,0.4,0.3,1.7,0.08,79.0,0.9969,3.41,0.65,9.5,1
1141,0.38,0.32,2.5,0.08,71.0,0.99624,3.27,0.85,11.0,1
1142,0.45,0.11,2.4,0.043,12.0,0.99354,3.3,0.65,11.4,1
1143,0.22,0.3,1.8,0.065,20.0,0.99672,3.61,0.82,10.0,1
1144,0.32,0.23,2.3,0.066,70.0,0.99588,3.43,0.62,10.1,0
1145,0.2,0.43,2.5,0.076,51.0,0.99672,3.53,0.81,10.4,1
1146,0.5,0.12,1.8,0.178,21.0,0.996,3.28,0.87,9.8,1
1147,0.41,0.45,6.2,0.071,14.0,0.99702,3.21,0.49,11.8,1
1148,0.39,0.42,2.0,0.086,21.0,0.99526,3.39,0.66,11.6,1
1149,0.35,0.47,2.0,0.061,11.0,0.99585,3.23,0.52,12.0,1
1150,0.33,0.32,2.8,0.067,12.0,0.99473,3.3,0.76,12.8,1
1151,0.58,0.23,2.5,0.044,70.0,0.99352,3.46,0.65,12.5,1
1152,0.6,0.25,2.2,0.118,38.0,0.99616,3.15,0.53,9.8,0
1153,0.42,0.35,2.1,0.083,38.0,0.99622,3.23,0.66,11.1,1
1154,0.58,0.0,2.2,0.1,63.0,0.99544,3.59,0.68,11.4,1
1156,0.18,0.51,1.75,0.071,88.0,0.99524,3.33,0.76,11.8,1
1157,0.51,0.18,2.1,0.042,101.0,0.9924,3.46,0.87,12.9,1
1158,0.41,0.43,2.8,0.076,54.0,0.99572,3.42,1.16,10.6,1
1159,0.41,0.43,2.2,0.11,37.0,0.99728,3.16,0.67,10.8,0
1160,0.36,0.57,2.3,0.087,20.0,0.99676,3.14,0.72,11.1,1
1161,0.45,0.43,1.4,0.076,21.0,0.99551,3.21,0.75,10.2,1
1162,0.32,0.42,2.3,0.075,19.0,0.99434,3.14,0.71,11.8,1
1163,0.785,0.24,1.7,0.078,21.0,0.99692,3.29,0.67,10.0,0
1165,0.44,0.5,1.9,0.369,38.0,0.99634,3.01,1.1,9.4,0
1166,0.54,0.26,2.0,0.111,60.0,0.99709,2.94,0.98,10.2,0
1167,0.33,0.39,2.5,0.074,48.0,0.99528,3.32,0.88,12.4,1
1168,0.34,0.27,2.8,0.067,44.0,0.99384,3.21,0.56,12.0,1
1169,0.5,0.29,2.3,0.086,14.0,0.99502,3.32,0.62,11.5,1
1170,0.36,0.34,1.6,0.062,12.0,0.99667,3.2,0.67,10.5,1
1171,0.59,0.0,2.2,0.078,44.0,0.99522,3.42,0.68,10.8,1
1172,0.42,0.46,2.1,0.074,16.0,0.99649,3.27,0.74,12.3,1
1173,0.36,0.31,1.7,0.079,65.0,0.99716,3.46,0.62,9.5,1
1175,0.61,0.0,2.2,0.095,59.0,0.99541,3.61,0.7,11.5,1
1176,0.88,0.03,5.6,0.079,47.0,0.99572,3.58,0.5,11.2,0
1177,0.66,0.0,2.4,0.052,11.0,0.99318,3.35,0.66,12.7,1
